0,128,0.33,1,0.018635
1,128,0.33,1,0.125666
2,128,0.33,1,0.0775731
3,128,0.33,1,0.0875211
0,128,0.45,1,0.0185859
1,128,0.45,1,0.124805
2,128,0.45,1,0.0763321
3,128,0.45,1,0.076283
0,128,0.66,1,0.0188279
1,128,0.66,1,0.124867
2,128,0.66,1,0.0864921
3,128,0.66,1,0.0870869
0,128,0.33,2,0.018698
1,128,0.33,2,0.125739
2,128,0.33,2,0.0800121
3,128,0.33,2,0.0836129
0,128,0.45,2,0.0185699
1,128,0.45,2,0.135902
2,128,0.45,2,0.0793669
3,128,0.45,2,0.0871799
0,128,0.66,2,0.0185609
1,128,0.66,2,0.136167
2,128,0.66,2,0.077179
3,128,0.66,2,0.0765071
0,128,0.33,3,0.018594
1,128,0.33,3,0.125025
2,128,0.33,3,0.087471
3,128,0.33,3,0.0866029
0,128,0.45,3,0.018532
1,128,0.45,3,0.129188
2,128,0.45,3,0.0861371
3,128,0.45,3,0.087405
0,128,0.66,3,0.0185599
1,128,0.66,3,0.127907
2,128,0.66,3,0.080534
3,128,0.66,3,0.0865109
0,128,0.33,4,0.0186169
1,128,0.33,4,0.126715
2,128,0.33,4,0.0762579
3,128,0.33,4,0.087121
0,128,0.45,4,0.018748
1,128,0.45,4,0.135348
2,128,0.45,4,0.0866971
3,128,0.45,4,0.0764699
0,128,0.66,4,0.01862
1,128,0.66,4,0.125086
2,128,0.66,4,0.086149
3,128,0.66,4,0.087534
0,256,0.33,1,0.14147
1,256,0.33,1,0.177365
2,256,0.33,1,0.0790839
3,256,0.33,1,0.0787649
0,256,0.45,1,0.141984
1,256,0.45,1,0.188
2,256,0.45,1,0.081845
3,256,0.45,1,0.0844059
0,256,0.66,1,0.141848
1,256,0.66,1,0.187478
2,256,0.66,1,0.079356
3,256,0.66,1,0.089853
0,256,0.33,2,0.141561
1,256,0.33,2,0.187671
2,256,0.33,2,0.08463
3,256,0.33,2,0.089577
0,256,0.45,2,0.141269
1,256,0.45,2,0.184306
2,256,0.45,2,0.0888801
3,256,0.45,2,0.089781
0,256,0.66,2,0.141758
1,256,0.66,2,0.177284
2,256,0.66,2,0.079437
3,256,0.66,2,0.079145
0,256,0.33,3,0.142218
1,256,0.33,3,0.176842
2,256,0.33,3,0.0789311
3,256,0.33,3,0.0790319
0,256,0.45,3,0.14206
1,256,0.45,3,0.178058
2,256,0.45,3,0.0792849
3,256,0.45,3,0.088891
0,256,0.66,3,0.142817
1,256,0.66,3,0.187841
2,256,0.66,3,0.0898499
3,256,0.66,3,0.090384
0,256,0.33,4,0.141642
1,256,0.33,4,0.181398
2,256,0.33,4,0.0787411
3,256,0.33,4,0.089581
0,256,0.45,4,0.14152
1,256,0.45,4,0.187301
2,256,0.45,4,0.0895741
3,256,0.45,4,0.083565
0,256,0.66,4,0.142551
1,256,0.66,4,0.177041
2,256,0.66,4,0.0902281
3,256,0.66,4,0.0790441
0,512,0.33,1,1.12156
1,512,0.33,1,0.954507
2,512,0.33,1,0.709703
3,512,0.33,1,0.711191
0,512,0.45,1,1.09765
1,512,0.45,1,0.912686
2,512,0.45,1,0.711038
3,512,0.45,1,0.723343
0,512,0.66,1,1.09371
1,512,0.66,1,0.915047
2,512,0.66,1,0.708616
3,512,0.66,1,0.710122
0,512,0.33,2,1.12582
1,512,0.33,2,0.582493
2,512,0.33,2,0.0882959
3,512,0.33,2,0.086741
0,512,0.45,2,1.1576
1,512,0.45,2,0.290317
2,512,0.45,2,0.0897429
3,512,0.45,2,0.087909
0,512,0.66,2,1.09496
1,512,0.66,2,0.289986
2,512,0.66,2,0.088932
3,512,0.66,2,0.086638
0,512,0.33,3,1.14514
1,512,0.33,3,1.16717
2,512,0.33,3,0.094625
3,512,0.33,3,0.0874579
0,512,0.45,3,1.09857
1,512,0.45,3,0.288505
2,512,0.45,3,0.096467
3,512,0.45,3,0.0966859
0,512,0.66,3,1.09635
1,512,0.66,3,0.287597
2,512,0.66,3,0.086591
3,512,0.66,3,0.0863171
0,512,0.33,4,1.09834
1,512,0.33,4,0.29919
2,512,0.33,4,0.0884991
3,512,0.33,4,0.0972741
0,512,0.45,4,1.09559
1,512,0.45,4,0.299075
2,512,0.45,4,0.0977881
3,512,0.45,4,0.0975821
0,512,0.66,4,1.0959
1,512,0.66,4,0.299154
2,512,0.66,4,0.0983629
3,512,0.66,4,0.0868549
0,1024,0.33,1,8.60243
1,1024,0.33,1,0.567908
2,1024,0.33,1,0.122197
3,1024,0.33,1,0.11413
0,1024,0.45,1,8.6505
1,1024,0.45,1,1.57782
2,1024,0.45,1,0.130054
3,1024,0.45,1,0.122738
0,1024,0.66,1,8.58046
1,1024,0.66,1,0.55337
2,1024,0.66,1,0.135076
3,1024,0.66,1,0.113473
0,1024,0.33,2,8.60186
1,1024,0.33,2,0.567686
2,1024,0.33,2,0.135544
3,1024,0.33,2,0.113632
0,1024,0.45,2,8.59932
1,1024,0.45,2,0.553622
2,1024,0.45,2,0.121964
3,1024,0.45,2,0.126959
0,1024,0.66,2,8.58874
1,1024,0.66,2,0.55378
2,1024,0.66,2,0.13563
3,1024,0.66,2,0.113745
0,1024,0.33,3,8.56896
1,1024,0.33,3,0.553965
2,1024,0.33,3,0.13562
3,1024,0.33,3,0.114885
0,1024,0.45,3,8.56067
1,1024,0.45,3,0.553691
2,1024,0.45,3,0.136012
3,1024,0.45,3,0.113718
0,1024,0.66,3,8.5896
1,1024,0.66,3,0.554069
2,1024,0.66,3,0.121775
3,1024,0.66,3,0.11337
0,1024,0.33,4,8.59164
1,1024,0.33,4,0.568343
2,1024,0.33,4,0.136446
3,1024,0.33,4,0.128244
0,1024,0.45,4,8.58716
1,1024,0.45,4,0.553641
2,1024,0.45,4,0.135968
3,1024,0.45,4,0.113673
0,1024,0.66,4,8.56863
1,1024,0.66,4,0.553841
2,1024,0.66,4,0.121531
3,1024,0.66,4,0.128263
0,2048,0.33,1,69.6399
1,2048,0.33,1,1.48468
2,2048,0.33,1,0.360822
3,2048,0.33,1,0.275856
0,2048,0.45,1,70.5828
1,2048,0.45,1,2.07955
2,2048,0.45,1,0.961254
3,2048,0.45,1,0.912263
0,2048,0.66,1,70.3931
1,2048,0.66,1,1.46042
2,2048,0.66,1,0.359531
3,2048,0.66,1,0.277028
0,2048,0.33,2,70.2283
1,2048,0.33,2,1.45858
2,2048,0.33,2,0.33578
3,2048,0.33,2,0.276542
0,2048,0.45,2,70.2611
1,2048,0.45,2,1.45909
2,2048,0.45,2,0.361113
3,2048,0.45,2,0.276576
0,2048,0.66,2,70.0986
1,2048,0.66,2,2.09001
2,2048,0.66,2,0.957462
3,2048,0.66,2,0.897678
0,2048,0.33,3,70.6253
1,2048,0.33,3,1.48513
2,2048,0.33,3,0.335854
3,2048,0.33,3,0.277855
0,2048,0.45,3,70.2427
1,2048,0.45,3,1.48564
2,2048,0.45,3,0.36095
3,2048,0.45,3,0.301664
0,2048,0.66,3,69.4561
1,2048,0.66,3,1.48432
2,2048,0.66,3,0.335878
3,2048,0.66,3,0.276386
0,2048,0.33,4,70.4253
1,2048,0.33,4,2.09211
2,2048,0.33,4,0.971493
3,2048,0.33,4,0.91048
0,2048,0.45,4,70.0565
1,2048,0.45,4,2.0822
2,2048,0.45,4,0.971984
3,2048,0.45,4,0.896095
0,2048,0.66,4,69.9172
1,2048,0.66,4,2.08188
2,2048,0.66,4,0.969609
3,2048,0.66,4,0.89933
0,4096,0.33,1,558.956
1,4096,0.33,1,6.66829
2,4096,0.33,1,2.49202
3,4096,0.33,1,1.97849
0,4096,0.45,1,559.025
1,4096,0.45,1,6.66849
2,4096,0.45,1,2.4962
3,4096,0.45,1,1.98866
0,4096,0.66,1,557.462
1,4096,0.66,1,6.67681
2,4096,0.66,1,2.49337
3,4096,0.66,1,1.98028
0,4096,0.33,2,558.885
1,4096,0.33,2,6.66054
2,4096,0.33,2,2.49184
3,4096,0.33,2,1.97701
0,4096,0.45,2,546.627
1,4096,0.45,2,6.65766
2,4096,0.45,2,2.4983
3,4096,0.45,2,1.98762
0,4096,0.66,2,554.312
1,4096,0.66,2,6.66235
2,4096,0.66,2,2.49456
3,4096,0.66,2,1.98357
0,4096,0.33,3,558.375
1,4096,0.33,3,6.67074
2,4096,0.33,3,2.49012
3,4096,0.33,3,1.98321
0,4096,0.45,3,552.549
1,4096,0.45,3,6.66505
2,4096,0.45,3,2.49746
3,4096,0.45,3,1.98257
0,4096,0.66,3,556.878
1,4096,0.66,3,6.67183
2,4096,0.66,3,2.49035
3,4096,0.66,3,1.98258
0,4096,0.33,4,557.487
1,4096,0.33,4,6.67555
2,4096,0.33,4,2.49002
3,4096,0.33,4,1.97511
0,4096,0.45,4,557.336
1,4096,0.45,4,6.67683
2,4096,0.45,4,2.4988
3,4096,0.45,4,1.97944
0,4096,0.66,4,557.107
1,4096,0.66,4,6.67073
2,4096,0.66,4,2.49841
3,4096,0.66,4,1.98518
